상가업소번호,brand,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,지번본번지,지번부번지,지번주소,도로명코드,도로명,도로명주소,층정보,경도,위도,place_id,월간 검색량,블로그누적발행,encoded,brand_type,리뷰수,방문자_리뷰수,블로그_리뷰수,log_리뷰수,log_방문자_리뷰수,log_블로그_리뷰수
MA0101202505A0035197,역전할머니,역전할머니맥주거모점,,I2,음식,I211,주점,I21103,생맥주 전문,I56111,한식 일반 음식점업,41,경기도,41390,시흥시,41390581,군자동,4139012700,거모동,4139012700117570001,1757.0,1.0,경기도 시흥시 거모동 1757-1,413903199060,경기도 시흥시 군자로,경기도 시흥시 군자로 507,,126.785290746722,37.344792917981,1288163025,20.0,22.0,시흥시 군자로 역전할머니,경쟁사,37,58,5.0,3.6375861597263857,4.07753744390572,1.791759469228055
MA0101202504A0034887,역전할머니,역전할머니맥주1982,,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41133,성남시 중원구,41133510,성남동,4113310100,성남동,4113310100132470000,3247.0,,경기도 성남시 중원구 성남동 3247,411334337266,경기도 성남시 중원구 성남대로1148번길,경기도 성남시 중원구 성남대로1148번길 21,1.0,127.131530037289,37.4329265132167,1461483346,20.0,274.0,중원구 성남대로1148번길 역전할머니,경쟁사,284,370,72.0,5.652489180268651,5.916202062607435,4.290459441148391
MA0101202503A0058961,역전할머니,역전할머니맥주남양주,호평점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41360,남양주시,41360510,호평동,4136010100,호평동,4136010100106550001,655.0,1.0,경기도 남양주시 호평동 655-1,413604391782,경기도 남양주시 호평로46번안길,경기도 남양주시 호평로46번안길 8-1,,127.245969725337,37.6548666330209,1386930975,20.0,83.0,남양주시 호평로46번안길 역전할머니,경쟁사,260,277,31.0,5.564520407322694,5.627621113690637,3.4657359027997265
MA0101202503A0063467,역전할머니,역전할머니맥주수정,구청점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41131,성남시 수정구,41131520,신흥2동,4113110100,신흥동,4113110100100630000,63.0,,경기도 성남시 수정구 신흥동 63,411313178018,경기도 성남시 수정구 수정로,경기도 성남시 수정구 수정로 267,1.0,127.145277765777,37.4489214422235,1475895833,20.0,166.0,수정구 수정로 역전할머니,경쟁사,17,18,12.0,2.8903717578961645,2.9444389791664403,2.5649493574615367
MA0101202412A0064451,역전할머니,역전할머니맥주,군포당정점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41410,군포시,41410510,군포1동,4141010200,당정동,4141010200109740007,974.0,7.0,경기도 군포시 당정동 974-7,414104400318,경기도 군포시 한세로66번길,경기도 군포시 한세로66번길 2,1.0,126.955419522882,37.3484843605971,1151781076,20.0,22.0,군포시 한세로66번길 역전할머니,경쟁사,5,0,1.0,1.791759469228055,0.0,0.6931471805599453
MA0101202412A0051591,역전할머니,역전할머니맥주배곧,신도시점,I2,음식,I211,주점,I21103,생맥주 전문,I56194,김밥 및 기타 간이 음식점업,41,경기도,41390,시흥시,41390597,배곧2동,4139013500,배곧동,4139013500102000001,200.0,1.0,경기도 시흥시 배곧동 200-1,413904853128,경기도 시흥시 서울대학로278번길,경기도 시흥시 서울대학로278번길 43-13,1.0,126.73018592193,37.3692240042944,1192310932,20.0,58.0,시흥시 서울대학로278번길 역전할머니,경쟁사,168,179,35.0,5.1298987149230735,5.19295685089021,3.58351893845611
MA010120220814255580,역전할머니,역전할머니맥주,수원매탄점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41117,수원시 영통구,41117530,매탄3동,4111710100,매탄동,4111710100112540005,1254.0,5.0,경기도 수원시 영통구 매탄동 1254-5,411174331072,경기도 수원시 영통구 매탄로140번길,경기도 수원시 영통구 매탄로140번길 68-15,,127.047550470752,37.2616503819541,1985336624,20.0,138.0,영통구 매탄로140번길 역전할머니,경쟁사,116,126,32.0,4.762173934797756,4.844187086458591,3.4965075614664802
MA010120220803391990,역전할머니,역전할머니맥주별내,로데오점,I2,음식,I211,주점,I21103,생맥주 전문,I56111,한식 일반 음식점업,41,경기도,41360,남양주시,41360570,별내동,4136011100,별내동,4136011100110220002,1022.0,2.0,경기도 남양주시 별내동 1022-2,413604841513,경기도 남양주시 별내중앙로57번길,경기도 남양주시 별내중앙로57번길 19-9,1.0,127.122876204099,37.6473376538146,1212647341,20.0,120.0,남양주시 별내중앙로57번길 역전할머니,경쟁사,248,295,53.0,5.517452896464707,5.69035945432406,3.9889840465642745
MA010120220804839797,역전할머니,역전할머니맥주,박달점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41171,안양시 만안구,41171621,박달1동,4117110300,박달동,4117110300100150001,15.0,1.0,경기도 안양시 만안구 박달동 15-1,411713182018,경기도 안양시 만안구 양화로,경기도 안양시 만안구 양화로 145,,126.908478811547,37.4054111251373,1229628998,20.0,62.0,만안구 양화로 역전할머니,경쟁사,180,256,19.0,5.198497031265826,5.54907608489522,2.995732273553991
MA010120220812077517,역전할머니,역전할머니맥주,곡반정점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41113,수원시 권선구,41113690,곡선동,4111313600,곡반정동,4111313600105680012,568.0,12.0,경기도 수원시 권선구 곡반정동 568-12,411134325066,경기도 수원시 권선구 곡선로50번길,경기도 수원시 권선구 곡선로50번길 21-1,,127.029515311088,37.2378867026456,1164737192,20.0,85.0,권선구 곡선로50번길 역전할머니,경쟁사,131,176,27.0,4.882801922586371,5.176149732573829,3.332204510175204
MA0101202412A0003779,역전할머니,역전할머니맥주,고잔점,I2,음식,I211,주점,I21103,생맥주 전문,I56219,기타 주점업,41,경기도,41273,안산시 단원구,41273535,호수동,4127310100,고잔동,4127310100107700000,770.0,,경기도 안산시 단원구 고잔동 770,412733191003,경기도 안산시 단원구 광덕2로,경기도 안산시 단원구 광덕2로 193-15,1.0,126.831930095415,37.3111968282091,1429059026,20.0,336.0,단원구 광덕2로 역전할머니,경쟁사,280,361,66.0,5.638354669333745,5.8916442118257715,4.204692619390966
MA0101202412A0003978,역전할머니,역전할머니맥주고읍점,,I2,음식,I211,주점,I21103,생맥주 전문,I56111,한식 일반 음식점업,41,경기도,41630,양주시,41630520,양주2동,4163010600,광사동,4163010600106520002,652.0,2.0,경기도 양주시 광사동 652-2,416303206116,경기도 양주시 부흥로,경기도 양주시 부흥로 1936,,127.077886580536,37.7946758603043,1341070762,20.0,25.0,양주시 부흥로 역전할머니,경쟁사,4,0,3.0,1.6094379124341003,0.0,1.3862943611198906
MA0101202502A0066463,역전할머니,역전할머니맥주일산주엽역점,,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41287,고양시 일산서구,41287550,주엽1동,4128710200,주엽동,4128710200101050000,105.0,,경기도 고양시 일산서구 주엽동 105,412873192094,경기도 고양시 일산서구 중앙로,경기도 고양시 일산서구 중앙로 1425,1.0,126.761383585246,37.6694685912984,1675941778,20.0,36.0,일산서구 중앙로 역전할머니,경쟁사,22,18,9.0,3.1354942159291497,2.9444389791664403,2.302585092994046
MA0101202502A0110041,역전할머니,역전할머니맥주동탄,호수공원점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41590,화성시,41590610,동탄7동,4159013500,산척동,4159013500107270003,727.0,3.0,경기도 화성시 산척동 727-3,415904852341,경기도 화성시 동탄대로6길,경기도 화성시 동탄대로6길 13,3.0,127.108135368505,37.168739409804,1539758577,20.0,53.0,화성시 동탄대로6길 역전할머니,경쟁사,305,371,47.0,5.723585101952381,5.918893854273146,3.871201010907891
MA0101202412A0023893,역전할머니,역전할머니맥주김포라베니체점,,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41570,김포시,41570560,장기동,4157010400,장기동,4157010400120290006,2029.0,6.0,경기도 김포시 장기동 2029-6,415703209024,경기도 김포시 김포한강4로,경기도 김포시 김포한강4로 12,1.0,126.678879121148,37.6405135824925,1130662963,100.0,330.0,김포시 김포한강4로 역전할머니,경쟁사,513,555,24.0,6.2422232654551655,6.320768294250582,3.2188758248682006
MA0101202503A0057081,역전할머니,역전할머니맥주능곡역점,,I2,음식,I211,주점,I21103,생맥주 전문,I56111,한식 일반 음식점업,41,경기도,41390,시흥시,41390640,능곡동,4139011800,능곡동,4139011800109000001,900.0,1.0,경기도 시흥시 능곡동 900-1,413904855408,경기도 시흥시 능곡번영길,경기도 시흥시 능곡번영길 33,,126.806816950779,37.3694550841865,1152966956,20.0,42.0,시흥시 능곡번영길 역전할머니,경쟁사,61,70,12.0,4.127134385045092,4.2626798770413155,2.5649493574615367
MA010120220805227954,역전할머니,역전할머니맥주다산점,,I2,음식,I211,주점,I21103,생맥주 전문,I56219,기타 주점업,41,경기도,41360,남양주시,41360545,다산1동,4136011200,다산동,4136011200160580000,6058.0,,경기도 남양주시 다산동 6058,413603351600,경기도 남양주시 다산중앙로123번길,경기도 남양주시 다산중앙로123번길 22-30,1.0,127.152100316017,37.6254997721099,1855730149,20.0,122.0,남양주시 다산중앙로123번길 역전할머니,경쟁사,205,255,31.0,5.327876168789581,5.545177444479562,3.4657359027997265
MA010120220813703094,역전할머니,역전할머니맥주선부,광장점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41273,안산시 단원구,41273600,선부3동,4127310900,선부동,4127310900110760015,1076.0,15.0,경기도 안산시 단원구 선부동 1076-15,412733191036,경기도 안산시 단원구 선부광장로,경기도 안산시 단원구 선부광장로 37,,126.811304224109,37.3357278643312,1934587126,20.0,125.0,단원구 선부광장로 역전할머니,경쟁사,243,289,30.0,5.497168225293202,5.66988092298052,3.4339872044851463
MA010120220805062189,역전할머니,역전할머니맥주미사,신도시점,I2,음식,I211,주점,I21103,생맥주 전문,I56219,기타 주점업,41,경기도,41450,하남시,41450610,미사1동,4145010900,망월동,4145010900111110000,1111.0,,경기도 하남시 망월동 1111,414504853313,경기도 하남시 미사강변중앙로170번길,경기도 하남시 미사강변중앙로170번길 10,,127.191844056113,37.5614174613764,1563654697,20.0,125.0,하남시 미사강변중앙로170번길 역전할머니,경쟁사,438,427,106.0,6.0844994130751715,6.059123195581797,4.672828834461906
MA010120220806581497,역전할머니,역전할머니맥주송우점,,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41650,포천시,41650250,소흘읍,4165025021,소흘읍,4165025021107260062,726.0,62.0,경기도 포천시 소흘읍 송우리 726-62,416504439713,경기도 포천시 소흘읍 태봉로166번길,경기도 포천시 소흘읍 태봉로166번길 19-12,1.0,127.141070188135,37.8305563468208,1095843436,20.0,66.0,소흘읍 태봉로166번길 역전할머니,경쟁사,91,129,9.0,4.5217885770490405,4.867534450455582,2.302585092994046
MA0101202411A0009817,역전할머니,역전할머니맥주정왕역점,,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41390,시흥시,41390589,정왕본동,4139013200,정왕동,4139013200123210007,2321.0,7.0,경기도 시흥시 정왕동 2321-7,413904397692,경기도 시흥시 오동마을로6번길,경기도 시흥시 오동마을로6번길 17,1.0,126.742820284602,37.3521957481754,1718262211,20.0,224.0,시흥시 오동마을로6번길 역전할머니,경쟁사,62,95,9.0,4.143134726391533,4.564348191467836,2.302585092994046
MA0101202411A0038908,역전할머니,역전할머니맥주,수원역점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41115,수원시 팔달구,41115660,매산동,4111513500,매산로2가,4111513500100270013,27.0,13.0,경기도 수원시 팔달구 매산로2가 27-13,411153176018,경기도 수원시 팔달구 향교로,경기도 수원시 팔달구 향교로 29-1,1.0,127.004284227531,37.2687330325856,1221164706,20.0,64.0,팔달구 향교로 역전할머니,경쟁사,425,590,94.0,6.054439346269371,6.3818160174060985,4.553876891600541
MA0101202411A0016909,역전할머니,역전할머니맥주오산대역점,,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41370,오산시,41370546,신장2동,4137010800,수청동,4137010800106190001,619.0,1.0,경기도 오산시 수청동 619-1,413704394159,경기도 오산시 내삼미로79번길,경기도 오산시 내삼미로79번길 46,,127.065283345432,37.1702304762009,1671462839,20.0,81.0,오산시 내삼미로79번길 역전할머니,경쟁사,180,186,25.0,5.198497031265826,5.231108616854587,3.258096538021482
MA010120220806455091,역전할머니,역전할머니맥주광명,소하점,I2,음식,I211,주점,I21103,생맥주 전문,I56219,기타 주점업,41,경기도,41210,광명시,41210640,소하1동,4121010400,소하동,4121010400113430006,1343.0,6.0,경기도 광명시 소하동 1343-6,412103187036,경기도 광명시 소하로,경기도 광명시 소하로 94,,126.883465176244,37.4464484601749,1140050388,20.0,111.0,광명시 소하로 역전할머니,경쟁사,184,216,19.0,5.220355825078324,5.37989735354046,2.995732273553991
MA010120220814359330,역전할머니,역전할머니맥주일산탄현점,,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41287,고양시 일산서구,41287545,탄현1동,4128710300,탄현동,4128710300115740002,1574.0,2.0,경기도 고양시 일산서구 탄현동 1574-2,412873194022,경기도 고양시 일산서구 일현로,경기도 고양시 일산서구 일현로 36,1.0,126.762597844516,37.6903556795398,1827234611,20.0,61.0,일산서구 일현로 역전할머니,경쟁사,329,304,40.0,5.799092654460526,5.720311776607412,3.713572066704308
MA010120220804383686,역전할머니,역전할머니맥주,금오점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41150,의정부시,41150580,자금동,4115010900,금오동,4115010900104700002,470.0,2.0,경기도 의정부시 금오동 470-2,411504343342,경기도 의정부시 청사로47번길,경기도 의정부시 청사로47번길 18,1.0,127.06866242389,37.7525254880516,1003306910,20.0,65.0,의정부시 청사로47번길 역전할머니,경쟁사,232,284,18.0,5.4510384535657,5.652489180268651,2.9444389791664403
MA010120220812528287,역전할머니,역전할머니맥주,와동점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41273,안산시 단원구,41273510,와동,4127310200,와동,4127310200107200011,720.0,11.0,경기도 안산시 단원구 와동 720-11,412733191050,경기도 안산시 단원구 와동1로,경기도 안산시 단원구 와동1로 47,1.0,126.82676995544,37.332994366581,1401517138,30.0,87.0,단원구 와동1로 역전할머니,경쟁사,86,173,10.0,4.465908118654584,5.159055299214529,2.3978952727983707
MA010120220806797677,역전할머니,역전할머니맥주수원우만점,,I2,음식,I211,주점,I21103,생맥주 전문,I56219,기타 주점업,41,경기도,41115,수원시 팔달구,41115710,우만1동,4111514000,우만동,4111514000105550006,555.0,6.0,경기도 수원시 팔달구 우만동 555-6,411154328031,경기도 수원시 팔달구 경수대로616번길,경기도 수원시 팔달구 경수대로616번길 21,1.0,127.031539297907,37.2810281115209,1496785057,20.0,112.0,팔달구 경수대로616번길 역전할머니,경쟁사,155,166,28.0,5.049856007249537,5.117993812416755,3.367295829986474
